candidate id,url,title,description,status,doc_title
735,http://newspapers.library.wales/view/3053431/3053434/28/Mexico,FOREIGN INTELLIGENCE.," expedition, has been re-delivered to its owners. Accounts have been received at New Orleans from Tehaun- tepec, Mexico, according to which the Mexicans had refused to allow the landing of cargo from the United States, and even passengers who had arrived by an American steamer had been detained. Telegraphic intelligence from the city of Mexico of the 3rd ult., received in New York, via New Orleans, confirms",,FOREIGN INTELLIGENCE.
736,http://newspapers.library.wales/view/3394992/3394996/51/Mexico,FRANCE.," satisfactory. U ith Portugal, Brrzil, Chili, Peru, and tbe Hawaiian kingdom they are improved or improving. Mexico is being impora.ned o grant a more unrestricted right of way lor a railroad across the Isthmus of Tehuantepec; and tbe President hopes he shall arrange with Great Britain respecting the ocean ship. canal through Nicaraguil. ""He says that a treaty has been ratified by the United States and Great",,FRANCE.
737,http://newspapers.library.wales/view/3394932/3394933/1/Mexico,#¿NOMBRE?," California Stale Admission Bill having passed the Senate, tbe bill establishing te lerritorial government in the New Mexico was yesterday sanctioned. The House of Representatives has not acted upon either the civil oi diplomatic appropriation a bill, setting apart upwards of 10,000,000 dolls, for this bianch of pubiic service, occupying its whole atteotion. We annex the latest bulletin on the progress of",,#¿NOMBRE?
738,http://newspapers.library.wales/view/4520976/4520981/20/Mexico,FOREIGN AND COLONIAL SUMMARY. f," Representatives would shortly enter upon the discussion of and pass the measures seat down from the Senate on the Californian and other questions of a similar kind. Out of Con- C8s much interest, and perhaps some anxiety, had !'n caused by reports of an unpleasant nature from Texas relative to the policy of that state towards New Mexico. At the date of the Governor's message the Senate had not passed the",,FOREIGN AND COLONIAL SUMMARY. f
739,http://newspapers.library.wales/view/3090095/3090096/2/Mexico,FOREIGN INTELLIGENCE.,", tllUr, having crossed the Douiiniciao frontier without being molested and it was reported that the difficulty betweeu the Dowi- nician and Haytian Governments bad been amicably set- tled. Cotiee was scarce. MEXICO.Our advices from the city of Mexico ex- tend to the 10th ult. The Legislature was to assemble on the 20th. The Senate had declared in lavour of a general confederation, similar to the",,FOREIGN INTELLIGENCE.
740,http://newspapers.library.wales/view/3395108/3395109/1/Mexico,FOREIGN INTELLIGENCE.  .," e Action of British statesmen for the benefit of Canada. MEXICO. The latest accounts from Mexico present a highly dis- couraging view of the political condition of that country. o measure was adopted by Congress previous to its adjourn- al ent« 'or the relief of the finances. The proposal to endow rehident wi'h extraordinary powers in that department < Government, was lost by a large majority. An",,FOREIGN INTELLIGENCE.  .
741,http://newspapers.library.wales/view/4347354/4347358/35/Mexico,I FOREIGN INTKLLIGK.XCE.," Mexico are petitioning Congress for protection against the numerous tribes of wild In- dians surrounding the territory. From all accounts the condition of that section of the country is truly de- plorable. From the rapid destruction of game in the nrairies, the necessities of the wandering Indians have driven them to levy their subsistence upon emi- grants and passing caravans and the most convenient",,I FOREIGN INTKLLIGK.XCE.
742,http://newspapers.library.wales/view/4521300/4521304/28/Mexico,! FOREIGN AND COLONIAL SUMMARY.," magistrates. The cause of this romantic suicide is said to have been jealousy. John Clines was hung at Freehold, New J,,rsev. for the murder of James Shields. The night bt fc-re his execution be set fire to the prison, but the fLn:c-s were extinguished, and his escape was prevented. Ti.c Erie Railroad was completed as far as Lake Erie. From Mexico dates are to the 9th of Apri1.- The financial condition of",,! FOREIGN AND COLONIAL SUMMARY.
743,http://newspapers.library.wales/view/4521355/4521357/7/Mexico,FOREIGN AND COLONIAL SUMMARY.," mutineers were arrested. From St. Louis we learn that, .1,000 deaths from cholera had occurred amongst the Sioux Indians. The Liverpool and Phila- dclphia steam- ship City of Pittsburg was launched, on the 21st ult., at Williamsburg. Letters from the City of Mexico, of the 5th ultimo, an- nounce, that the President of the Republic of Mexico having called an extra session of Congress, the two Houses met on",,FOREIGN AND COLONIAL SUMMARY.
744,http://newspapers.library.wales/view/4520922/4520926/25/Mexico,FOREIGN AND COLONIAL SUMMARY.I," as likely to be called to office, but of course alii is idle speculation. It generally is conceded that few, if any, of the late President's Cabinet will hold office under the altered state of affairs. Mr. Webster is confidently named for a state secretaryship. The new President had been sworn. Much anxiety existed in relation to the disputed question of territory between New Mexico and Texas",,FOREIGN AND COLONIAL SUMMARY.I
745,http://newspapers.library.wales/view/4401476/4401478/7/Mexico,"-,,---,-,-I Y PA LAS GWYDii. i -i",":; Ffrainc, A?st:!a,l; llauover, 9; Bavaria. 57; Baden, i; Hesse, 35; Nassau, 14; Prwsia, 89 Saxony, 185; Wnrtem- Istirg, 31 Frankib'-d. 20 Holland, 20-1: Lorn bar- j dy, 1; Sardiaia, HI; Mexico, 4; Sweden, 19; j rêrll, 1 Kwsia"",240 Spaeu a'i tbiriogaethaii 77 ? l'uoi Daleiibiau yr America 10. Y cyfan ynddwy fil, wyth cant, ac wyth. Hefyd derbyniwvd o'r Trafedigaethau ii.-utan- 315; of Good Hope,.34",,"-,,---,-,-I Y PA LAS GWYDii. i -i"
746,http://newspapers.library.wales/view/3614391/3614395/22/Mexico,Advertising," decrees of latitude, from t.ic Itocky Moun- tains and Yellow Stone Blurt's of the Mis miri ami Cincinnati, the Queen City of the West, ou the Ohio, to the City of New Orleans, on the Mississippi, near the Gulf of Mexico; being by far the Largest Painting ever executed by man It shows life on the Great Western Waters the thriving Cities and lowns the early Settler g Hut, or Log Cabin the manner of",,Advertising
747,http://newspapers.library.wales/view/4347541/4347543/12/Mexico,[No title],"Dy'.he hstarriraHfrotn Mexico, we learn th? .t 8E'crlt- ?.n.rc? failures had occurred, .? "",7'""t""?""?T""??'m e () f tl)eln of nl !??""-p,and one, that cf Messrs Gam! J for °""C miiiion and a hatfofdoH.rs.T?G? ?? ? ? °"""" principal sufferers, one of them for 150,000 doTlarV ?.?a.km? match of ten miles for m. cu han'P'°n s belt c.n?. ",,[No title]
748,http://newspapers.library.wales/view/4347419/4347423/43/Mexico,MARSHAL SALDANHA., capture of Sonora and it certainly seems not in the power of the United States Government to prevent the assembling on the plains of adventurers for these illegal purposes. It seems probable that these two provinces will at no distant day be separated from Mexico. a,,MARSHAL SALDANHA.
749,http://newspapers.library.wales/view/4520958/4520963/26/Mexico,I TRADE AND ITS PROSPECTS. |," 85s. to 09s. premium. Bank Stock has been at 211 to 212i, and East India Stock at 2GG to 267. The New Three-aud-a- Quarter per Cents. havi bean marked 9Bi to Dtiy and the Keduced Three per Cents. 97 to 9fj. The foreign securities have been dull, but Spanish and Mexican are firmer. This week the private letters from Mexico read better, and the new Finance Minister is liked. The range of prices for",,I TRADE AND ITS PROSPECTS. |
750,http://newspapers.library.wales/view/4520803/4520807/63/Mexico,I WRECK OF A STEAMER AND LOSS OF THIRTY-TWO LIVES.,"I WRECK OF A STEAMER AND LOSS OF THIRTY-TWO LIVES. The American papers, which arrived on Monday, givo details of the loss of the steamer Rhode Island in the Gulf of Mexico, on the 29th of January.- She sailad from Now York on Friday the 23d of January, for California, She stopped two days at quarantise, and went to sea on the 25th, laden with coal and provisions forty- four persons on board in",,I WRECK OF A STEAMER AND LOSS OF THIRTY-TWO LIVES.
751,http://newspapers.library.wales/view/4521450/4521452/6/Mexico,FOREIGN AND COLONIAL SUMMARY.I," portion of Matamoras; many of the United States troops had deserted, and joined the revolutionary party. The Mexicans had sustained severe losses in the different engagements. General Avalos had been wounded. The British Minister had had an official interview with President Arista, and had demanded a final answer to Lord Palmerston's despatches relative to the debts of Mexico. It also reported that",,FOREIGN AND COLONIAL SUMMARY.I
752,http://newspapers.library.wales/view/4521291/4521296/29/Mexico,FOREIGN AND COLONIAL SUMMARY. FOHEIGX .\XD \L SU:\DIAHY. !," opposition members-the Senate being thereby left without a quorum. Cotton had declined from 1 to i cent per lb. The news from Mexico is still of a gloomy character, the Government being fast hastening to a state of great financial embarrassment. From Jamaica we learn that the cholera had almost entirely disappeared from the island. ""We have ten days later intelligence from California. Nevada city had been",,FOREIGN AND COLONIAL SUMMARY. FOHEIGX .\XD \L SU:\DIAHY. !
753,http://newspapers.library.wales/view/4521375/4521377/7/Mexico,IFOREIGN AND COLONIAL SUMMARY.I," securi- ties. The Californian accounts are good, and over a million of dollars in gold dust had been received at New York. A silver mine of great promise had been discovered. The United States Government was not at all iikelyto enforce the Garay grant upon Mexico for the road across the Isthmus ofTehllantepee, and would prefer a treaty upon the principle of that with New Granada, and with Mr. Clayton",,IFOREIGN AND COLONIAL SUMMARY.I
754,http://newspapers.library.wales/view/4520958/4520964/40/Mexico,COLLISION AT SEA.-SEVEN LIVES LOST. I," between Puffin Island and Point Lynas, about four miles out, a strange sail was descried bearing close upon the steamer. The vessel proved to be the William Rushton, from Laguna, on the coast of Mexico, heavily laden with mahogany and a few parcels of general e Irgo. It is said that the brig was not observed by the steamer until she was close upon her, the former showing 110 light, but that the people",,COLLISION AT SEA.-SEVEN LIVES LOST. I
755,http://newspapers.library.wales/view/3053183/3053185/9/Mexico,[No title]," government will say to this exhibition of their principles. It is true that the piratical expedition against Cuba is not the first blot upon the escutcheon of brother Jonathan. The con- duct of the sympathisers during the rebellion in Canada, the war with Mexico, aud the annexation f Texas, furnished but indifferent evidence of the respect which the citizens of the United States enter- tain for the rights",,[No title]
756,http://newspapers.library.wales/view/3089815/3089817/19/Mexico,FATAL COLLISION AT SEA.," wfS de-cried close upon the steamer. The vessel proved to be the William Rushton. from Laguua, on the coant of Mexico, heavily laden with maho^auy and a few parcels of a general cargo. As far as our information goes the brig was not observed by the steamer until she was close upon her, the former showing no light. We have on the othet hand, been informed that the people in the brig Saw the steamer's",1,Fatal Collision at sea
757,http://newspapers.library.wales/view/3395164/3395166/14/Mexico,FOREIGN INTELLIGENCE.," from Santa Fe, New Mexico, to the 29th of July, have been received, which report that the Navijo Indians had killed eleven persons and wounded eight others, but the cause is not stated. Pieces of gold, weighing from six to eight ounces, have been found in the placer,"" near Santa Fé, Great injury had resulted from drought .n New Mexico,",,FOREIGN INTELLIGENCE.
758,http://newspapers.library.wales/view/3395065/3395066/1/Mexico,FOREIGN INTELLIGENCE.  .," Leonore Landry, were among the number. the 22d of February. Our advices from Mexico extend to ar to give satisfac- The administration of Arista did not app wag t0 retain his tiou. Senor Facio, the Minister to Eug t|,c construction appointment; a charter had been nnC of the wa6Sons of a railroad from Vera Cruz to Medillin » city of Mexico, of the freight line had been attacked near t The New.Orleans and",,FOREIGN INTELLIGENCE.  .
759,http://newspapers.library.wales/view/4347434/4347438/38/Mexico,UNIFORMITY OF NATURE. I," matter one hundred and fifty- nine feet square, as mine and the first inspiration of Adam consumed seventeen cubic inches of air, as do those of every adult reader. The rat and the robin followed the footsteps of Noah, as they do ours. SPORTING SCENES AND ANECDOTES IN THE WILDS OF I TEXAS AND NEW MEXICO. While speaking of the rattlesnake among the prairie dogs, 1 I may as well add a few words in",,UNIFORMITY OF NATURE. I
760,http://newspapers.library.wales/view/3090010/3090012/18/Mexico,"FOREIG INTELLIGENCE.,\"," direct from New York wauld bring not less than JE200,000 sterling.A letter from Moutreal says that the banks of the river Yamaska, tweoty miles below that city, have fallen in, carryiug away about seventy-two acres of land, with three houses and outbuildings, and a number of caltle and horses. One womau and two children are said to huve been dr""wneci.-Tlte advices from Mexico are to the 9th of April",,"FOREIG INTELLIGENCE.,\"
761,http://newspapers.library.wales/view/3614373/3614379/38/Mexico,"- - #lr tmiiigg,  -*-"," with it. This difference is the developement of the reflective organs in the male and female heads doe3 not generally prevail in the latter country,Dr. Combe's Life and Correspondence. A WRITER on swearing says that an oath from a woman is un- c;r natural and discreditable, and he should as soon expect a bullet from a rosebud. A"" American traveller, on his return from California, through Mexico, was",,"- - #lr tmiiigg,  -*-"
762,http://newspapers.library.wales/view/3614382/3614388/46/Mexico,ftoings.," to look to.the top of them. One looks till he gets tired, and another commences where he left off.- American Paper. SUBLIME AND RIDICULOUS.General Scott, the conqueror of Mexico, has recently visited his native village in Pennsylvania, liis entrance into the place is thus introduced by the editor of the American Tomahawk The gallant hero, seated in a chariot, led the van. The rosy morn besprinkled",,ftoings.
763,http://newspapers.library.wales/view/4521470/4521472/5/Mexico,FOREIGN AND COLONIAL SUMMARY.I," authority, shall be received and treated. The remainder of the speech is financial and commer. cial. The Prometheus was fired at by the English brij of war Express at San Juan, in con sequence, as it ii stated, of trying to evade the payment of certain harbour dues, &c.; The news from California is of the most cheer- ing character. The rebels in Mexico havereceind rein- forcements, and were about to renew",,FOREIGN AND COLONIAL SUMMARY.I
764,http://newspapers.library.wales/view/3598807/3598810/6/Mexico,Foreign Intelligence.  .----:...,".By the arrival of the America we learn that there is nothing of unusual interest has occurred, save that the Fugitive Slave Bill was continuing to give very great dissatisfaction, and notwithstanding the determination of the authorities to enforce its pro- visions, serious obstacles were placed in their way by the anti-slavery party. The news from Mexico is of a depressing tendency. The Finance",,Foreign Intelligence.  .----:...
765,http://newspapers.library.wales/view/3765381/3765384/10/Mexico,Foreign Intelligence.," precarious condition, so much so that General La Vega had been despatched from Mexico to command against tlie Indians The latter had the advantage in the recent conflicts with the whiles, and by the latest accounts, \]t» ch 10, contemplated a descent upon the city of \ienda. From 11 ayti intelligence arrives that eight pri- soners (one of them a minister of justice) I.ad been shot, in pursuance of tlie",,Foreign Intelligence.
766,http://newspapers.library.wales/view/4347294/4347298/32/Mexico,[ FOREIGN INTELLIGENCE. I," 6,604,545 dol- lars for 1850. The public debt for this year is less by 495,277 dollars than last year. The war and treaty with Mexico had cost 217,175,575 dollars. The extensive frauds committed upon the revenue called for the interposition of Congress. The system of ad valorem duty was open to strong U'b;J""o-- He putn""t8 out rtie injurious Ttiects of the existing tariff upon domestic industry, and urges",,[ FOREIGN INTELLIGENCE. I
767,http://newspapers.library.wales/view/4347546/4347550/50/Mexico,THE REVOLUTION IN FRANCE. I," 55 dollars were domestic, and 9,738,695 dollars foreign products. Specie exported, 29,231,880 dollars since December last. The payments of principal of the debt were 7,501,456 56 dollars, which is inclusive of 3,242,400 dollars paid under the 12th article of the treaty with Mexico, and 2,591,212 45 dol- lars awards under the late treaty with Mexico. The public debt, exclusive of stock authorised to",,THE REVOLUTION IN FRANCE. I
768,http://newspapers.library.wales/view/4347399/4347401/7/Mexico,IEXTRAORDINARY SPECIMENS OF FIRE ARMS.," which has secured the safety of the United States' dragoon in Texas, in Florida, in Mexico, be placed in the hands of the English Lancer at the Cape or in Upper India ? In the navy, too, the adoption of the weapon would appear. equally. advisable. In boarding, or at close quarters, the sailor, who heretofore has discharged a single shot and then probably hurled his pistol at the enemy, could with one",,IEXTRAORDINARY SPECIMENS OF FIRE ARMS.
769,http://newspapers.library.wales/view/4347184/4347188/44/Mexico,FOREIGN INTELLIGENCE.I," invasion of New Mexico by 'Texas. The Cuban question had assumed a more definite and satisfactory aspect. The Pacific Mail Steam-ship Company declared a divi- dend of 50 per cent., their first dividend. 400 houses, and property to tbe amount of £ 200.000 sterling, have been destroyed by the great ifre in Phila- delphia. Several lives -,Iso r,-cre lost. From Canada our accounts are unimportant. On the",,FOREIGN INTELLIGENCE.I
770,http://newspapers.library.wales/view/4347204/4347208/31/Mexico,FOREIGN INTELLIGENCE. I," Mexico was yester- day sanctioned. The House of Representatives has not acted upon either the civil or diplomatic appropriation a bili, setting apart upwards of 10,000,000 dollars for this branch of the public service occupying its who;c at- this I)riincii of?ll(! Pill,)Iic service occiipyin??, its -kyliole a t",,FOREIGN INTELLIGENCE. I
771,http://newspapers.library.wales/view/4347389/4347393/32/Mexico,IROBBERY OF GOLD DUST ON THE SOUTH WESTERN RAILWAY.," dust from Mexico, California and the West Indies, worth nearly a million of dollars. The whole of this was despatched to London in four waggons by the luggage train, just before eight o'clock on Thursday night. The waggons were the ordinary open ones, and the only covering they had was tarpaulin, fastened at the sides with cord. Two clerks and two messengers belonging to the West India Company went",,IROBBERY OF GOLD DUST ON THE SOUTH WESTERN RAILWAY.
772,http://newspapers.library.wales/view/4521400/4521402/10/Mexico,FOREIGN AND COLONIAL SUMMAEY.,", quite clear that the Yankees have de- termined upon annexing Cuba as they did ew Mexico, and that however much the United States government affect to condemn the proceedings, it is incapable and unwilling to restrain the incursions of its people. It is sensitively alive to any accidental insult to its Rag '.n the Ilavannah, but makes no effort beyond that of proclama- tion to prevent the invasion",,FOREIGN AND COLONIAL SUMMAEY.
773,http://newspapers.library.wales/view/4521405/4521407/9/Mexico,[No title],", they go with their eyes open. Safer and better fields of enterprise are open for them in the Spanish American States. Mexico, Grenada, Equador, Chili, Peru, and espe- cially in our own Oregonof which more anon. But a prophetic genius must clearly have named the country California, (a hot furnace,) as desperate people are so fond of rushing from the frying pan into the attractive"" golden fiery",,[No title]
774,http://newspapers.library.wales/view/4520985/4520990/27/Mexico,FOREIGN AND COLONIAL SUMMARY. I," already to tell upon the mass of the people; and Fillmore's policy being, moreover, generally approved. Doctor Webster was hanged on the 30th u It., at Boston, for the murder of Dr. Parkman. A very destructive fire had taken place at Montreal, consuming property to the amount of 500,000 dollars. In Mexico..tbe cholera had nefrrly ocased, but the deaths by its previous ravages were no less than 18,000",,FOREIGN AND COLONIAL SUMMARY. I
775,http://newspapers.library.wales/view/4521120/4521125/23/Mexico,IFOREIGN AND COLONIAL SUMMARY.," Mexico. No further arrangement has been made in regard to the internal debt. A Bill has passed through both Houses of the Legislature permitting the introduction of fo- reign corn (maize) on the payment of a certain duty, into the ports of Tampico and Matainoras. An appli- cation has been made to the Mexican Congress by Lower California to be admitted as a State of the Re- public, or to be attached as",,IFOREIGN AND COLONIAL SUMMARY.
776,http://newspapers.library.wales/view/4521370/4521373/13/Mexico,FOUKIGN AND COLONIAL SUMMARY. 1, difficult ol adjustment. On these subjects Sir Henry Hulwer has addressed to the American Government a communication urging the necessity of its interference to produce an amicable settlement of the question. MUCH feeling existed in tvfurvnee to the poiicv of the Cabinet of Mexico in annulling the grant to Garay of the Tehuantepec Koute to the Pacific. President Arista hanng- ordered the engineering corps,,FOUKIGN AND COLONIAL SUMMARY. 1
777,http://newspapers.library.wales/view/4521066/4521070/21/Mexico,I FOREIGN AND COLONIAL SUMMARY.," Liverpool oa Sunday, with New York advices to tile 31st. he Fugitive Slave Bill was more. unpopular than ever. Tiie greates, obstacles were thrown in the way ot those of the authorities who were re-olute ia the Car- ning out of its provisions. Prc-sidev.t Fillmore Lad determined on calling out the ni:i:'vary to enforce the provisions of th? Bill. The state of financial affairs in Mexico was so dis",,I FOREIGN AND COLONIAL SUMMARY.
778,http://newspapers.library.wales/view/4521066/4521073/50/Mexico,roLUMN FOR THE MOUNTAINS.," Mexicaniaid y dylai yr vii ol eu liymruyniiad, attal y bv-ln'riaid Inn; ac y niae ysgrifenydd y llywodr- aetli Priii iawn vdvw yr arian ym Mexico, ac y mae 'v' li,.sion v ""lad dyrysweli niaivr. Vn vr enol Daleithiall, Hlae cryn lawer o gyn- lnvrl' vimlivlcli 'v ",,roLUMN FOR THE MOUNTAINS.
779,http://newspapers.library.wales/view/4520949/4520954/25/Mexico,IFOREIGN AND COLONIAL SUMMARY. I," has taken a cottage for t?e ?? ta?!? ? summer. It is said that the health ot bir tienry nvA been impaired by the climate of Washington. The ex-President of Venezuela, General Pacz, had arrived in Philadelphia from St. Thomas. The Texans hafc laid claim to a portion of territory held by Santa fe. The cholera was prevailing in Mexico to a fearful ex- tent. Several fatal cases had occurred at Vera Crua",,IFOREIGN AND COLONIAL SUMMARY. I
780,http://newspapers.library.wales/view/3053341/3053342/2/Mexico,"--""_____a_-------------F O R E I G N INT K L L I G E N C E. ]"," them than! their predecessors. In the Senate, the leading Mode- tates and Prooressistas have \vithdiawn tneir amend- ments to the Ministerial demand for authority to levy the estimates. Murillo, the President of the Council, has intimated that measures for promoting intercourse between Spain and Mexico are under the considera- tion of Government. S-iain like England and Sar- dinia, is at odds with",,"--""_____a_-------------F O R E I G N INT K L L I G E N C E. ]"
781,http://newspapers.library.wales/view/3053486/3053490/33/Mexico,; IS DOAI OF PROVIDENCE IN THE WORLD'S' FORMATION.," inviting Europe and Africa on the one side, and Asia on the other, to send thither theirswarms. Hud- son's Bay is a counterpart of the Baltic lies in the same latitudes, and is destined to serve a similar purpose (an outlet for the north) as soon as population has grown thicker around its shores. The Gulf of Mexico and Car- ribean set-the immense bason of waters lying within Capes Florida and the mouths",,; IS DOAI OF PROVIDENCE IN THE WORLD'S' FORMATION.
782,http://newspapers.library.wales/view/3053258/3053262/38/Mexico,CUBA. I," governs civilised nations to include Mexico in their grasp; and nothing but a sense that the attempt would as yet be premature, prevents them extending their arms to the West Indies, and carrying war into Canada. The same unconquerable Anglo-Saxon energy, united with unequalled sagacity aud prudence in the conduct of affairs, ana with the most sin- gular capacity for self-government, which has raised",,CUBA. I
783,http://newspapers.library.wales/view/3395080/3395081/1/Mexico,FOREIGN INTELLIGENCE.  .," West India mail steamer was waiting outside of the bar of Tampico, on the 6th ult., for specie amounting to nearly 800,000 dolls., a norther"" sprang up, and she was compelled to leave the coast at once, without the money. From Havannah, we have advices to 'he 8th inst. Rumours, apparency based upon some foundation, relative to a renewed invasion of Cuba, were rife. From Mexico we have advices to the",,FOREIGN INTELLIGENCE.  .
784,http://newspapers.library.wales/view/3394937/3394939/10/Mexico,"-,-YOREIGN--L N TEL -Li CxEiNCE."," irooi Mexico mention the disappearance of cholera, after 100 days' duia'um, and 18,000 deaths to that city alone. 1 he Mexican Congress was installed on the 8 h, The President's s, eech recommenced prompt measures to provide for the great exigencies of tile public Treasury. The Mexican markets are increasingly prolific. There have been no large sales of Government stocks. Western canal flour, 41 to 4i",,"-,-YOREIGN--L N TEL -Li CxEiNCE."
785,http://newspapers.library.wales/view/3394912/3394913/1/Mexico,FOREIGN IK TEL LI CD MCE.," hospitals, ninety were wounded, and fifteen were missing. Cholera was still very severe in the Western States, especially in Cincinnati and St. Louis, &c.; In Mexico its ravages are reported to be immense. Professor Webster's case was still undecided. Letters from Texas state that the Indians were gathering forces for a descent upon the Rio Grand. Io exchanges there is not much doing, but the market is",,FOREIGN IK TEL LI CD MCE.
786,http://newspapers.library.wales/view/3394927/3394930/43/Mexico,[No title],"- COLLISON AT SEA.On Tuesday morning A frichr ful collision took place between Hie steamer Minerva, plvinw between Liverpool, Dublin, and Kingstown, amj t, brie-, William Kushton, from Lngtina Mexico, resulting7i* Joss of seven lives, and the entire destr",,[No title]
787,http://newspapers.library.wales/view/3394892/3394893/1/Mexico,FRANCE.,", captured during the late invasion, were under trial in the Maiine Court. The island was peifectly tranquil. Advices from Mexico state that the Congress was to meet on the 20tb, to consider the state of the Treasury. An application for a writ of error in the case of Piofessor Webster, lately con- victed of the murder of Dr. Packman, was under the considera- tion of the Supreme Court of Boston. The points",,FRANCE.
788,http://newspapers.library.wales/view/4401461/4401463/8/Mexico,PEDWERYDD ARAETH Y TAD GAYAZZL.," biliogaeth o hurtynod gwaedlyd. Ac fe aeth y trueiniaid hyn i Mexico i dditodi aberthu (lynol y rhai a offrymid i ddelwau Montezuma! a thybiodd y breniu Catholicaidd hwn ei fod wedi ei benodi i ledaenu Crist'nogaeth yn yr Amerig DdeheHoU Hawdd y gallai'r brodorion diddysg, betruso cyfnewid en cyfundraeth gwladyddol bwy o ladd, o barc-h i'w duwiau eu hunain, am y cyfryw ddelw wirionfFol o barth ""Oen Duw"" yr",,PEDWERYDD ARAETH Y TAD GAYAZZL.
789,http://newspapers.library.wales/view/3765462/3765468/45/Mexico,Foreign Intelligence.," the embarrassed finances of Mexico, and preserving her national existence, at least for a time. If this report shonld prove to be weil-founded, there is no probabilly that the American government would entertain the prcpcsition, although a project was said to have been formed by some California adventurers for taking possession of Lower California, with a view to 11s annexation to the L nited States",,Foreign Intelligence.
790,http://newspapers.library.wales/view/3765256/3765264/56/Mexico,Foreign Intelligence.,"-Admiral Romain-Destosses has been ap- pointed to the command of the Levant squadron. M. Montag iies de la R que, who had left Brest to take that command, but was driven back by stress of weather, will now proceed to take the command in the Gulf of Mexico",,Foreign Intelligence.
791,http://newspapers.library.wales/view/3598771/3598774/3/Mexico,Foreign Intelligence.," their first measures will be the lrnrnediate. restoration of their feudal privileges to their full extent. WEST INDIA MAIL.The Royal Mail Steam- Packet Severn, Captain William Vincent, arrived at Southampton on Sunday. The Trcnt may be daily at Southumpton with the regular mails from Chagres, Mexico, and the West Indies. The dates received by the Severn are-Santa Martha, ^ug. 24; Greytown, Aug. 25",,Foreign Intelligence.
792,http://newspapers.library.wales/view/4347074/4347078/37/Mexico,FOREIGN INTELLIGENCE. I," United States Congress is the introduction of a series of resolutions into the Senate by Mr. Clay. The first main- tains the admission of California into the American Union, free from any restriction on the exclusion or in- troduction of slavery within its limits. In the second he proposes the same as to the territory acquired from Mexico. The third and fourth resolutions contend that the western",,FOREIGN INTELLIGENCE. I
793,http://newspapers.library.wales/view/4347339/4347340/2/Mexico,I SLAVERY IN AMERICA.HER CLERGY AT THE GREAT EXHIBITION.," unquestioned integrity but the Epis- copal convention has steadily refused to admit them into its body. Though the efforts of the American government to extend and perpetuate slavery by the addition of 25,000 squares miles of new slave soil from the free ter- ritory lately conquered from Mexico, and by passing the Fugitive Slave Law, have increased the anti-slavery agitation, and have compelled many",,I SLAVERY IN AMERICA.HER CLERGY AT THE GREAT EXHIBITION.
794,http://newspapers.library.wales/view/4347119/4347123/27/Mexico,[No title]," divest- ed of his individualism. lie acts and thinks with his party its will is his supreme law. The mischief is, that this strict obedience is alike required through good and through evil report. The policy of the day must be upheld, whatever it may be. It is thus that the flagiti- OU8 war with Mexico was espoused by the whole demo- cratic party, and that no democrat who had any favours to expect, or",,[No title]
795,http://newspapers.library.wales/view/4347229/4347233/29/Mexico,FOREIGN INTELLIGENCE. I," has advanced to o9. u),-I""kct !!P? cle?ir(?(i of all par- cels at quotations of Htbernia's saHins:. The quotations of corn and flour unchanged, but the market duller. Our dates from Mexico are to the 19th ult. The session of Congress had been opened with a 111a- jority of the Conservative party. The bill for abolishin",,FOREIGN INTELLIGENCE. I
796,http://newspapers.library.wales/view/4520931/4520935/15/Mexico,I FOREIGN AND COLONIAL SUMMARY.I," towards the great exhibi- tion of industry in 1851. The reports as to the Browing crops are favorable. Cholera is making fearful ravages in Mexico, and in some of the states in the Union. The great fire at Philadel- phia has resulted in the loss of property valued at a million dollars. There were thirty-nine lives lost, 100 persons wounded, and seventeen missing. As was anticipated there have already",,I FOREIGN AND COLONIAL SUMMARY.I
797,http://newspapers.library.wales/view/4520848/4520850/22/Mexico,[No title]," commerce of the world, and also sows the jeeds of a naval struggle between the United States and England which will surpass anything of the kind which has ever taken place in the history of the human race. It refrains however, from publishing particulars of the treaty. A steam- boat on the Ohio took fire, by which upwards of 100 persons were killed. A fire had taken place in the city of Mexico, by which",,[No title]
798,http://newspapers.library.wales/view/4520994/4520998/18/Mexico,FOREIGN AXD COLONIAL SUMMARY. I," died of it. Mr. Bonham had returned, but tlie result of his mission to l'ekin had not transpired. In Alexandria the cholera was on the decline; the deaths averaged about six a-day. At Malta it had also considerably diminished. The Great Western steamer that arrived at S^ outh- anipton on Wednesday, brings the Mexican, Havan-: nah Honduras, Nassau, and Bermuda mails, and tht accounts from Mexico are",,FOREIGN AXD COLONIAL SUMMARY. I
799,http://newspapers.library.wales/view/4521012/4521016/21/Mexico,FOREIGN AND COLONIAL SUMMARY.," Pennsylvanian member of the house h3s given notice of bills to prohibit negro slavery in Utah and New Mexico, and to repeai the Fugitive Slave Bill recently passed by the two houses of Congress. The Lo\\er House bad p,¡sscd ti.t Hi] appropriating 3, °o0,O0D dollars to meet the invest- ment under the American Indemnity Treaty. A vote had been taken in the same house condemning the present ad ralorem anti",,FOREIGN AND COLONIAL SUMMARY.
